#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KY274367.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample20,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2715,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2005,,"Human alphaherpesvirus 1 strain Sample20 glycoprotein B (UL27) gene, complete cds"
KY274368.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,1-15,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2715,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2007,,"Human alphaherpesvirus 1 strain 1-15 glycoprotein B (UL27) gene, complete cds"
KY274369.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,1-16,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2715,GenBank,partial,,,1.0,USA,,Homo sapiens,,2006,,"Human alphaherpesvirus 1 strain 1-16 glycoprotein B (UL27) gene, complete cds"
KY274370.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,,2003,,"Human alphaherpesvirus 1 strain Sample2 glycoprotein C (UL44) gene, complete cds"
KY274371.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample3,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,,"Human alphaherpesvirus 1 strain Sample3 glycoprotein C (UL44) gene, complete cds"
KY274372.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample5,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,,"Human alphaherpesvirus 1 strain Sample5 glycoprotein C (UL44) gene, complete cds"
KY274373.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample7,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2006,,"Human alphaherpesvirus 1 strain Sample7 glycoprotein C (UL44) gene, complete cds"
KY274374.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample11,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2008,,"Human alphaherpesvirus 1 strain Sample11 glycoprotein C (UL44) gene, complete cds"
KY274375.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample20,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2005,,"Human alphaherpesvirus 1 strain Sample20 glycoprotein C (UL44) gene, complete cds"
KY274376.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,1-15,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2007,,"Human alphaherpesvirus 1 strain 1-15 glycoprotein C (UL44) gene, complete cds"
KY274377.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,1-16,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1536,GenBank,partial,,,1.0,USA,,Homo sapiens,,2006,,"Human alphaherpesvirus 1 strain 1-16 glycoprotein C (UL44) gene, complete cds"
KY274378.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1659,GenBank,partial,,,1.0,USA,,Homo sapiens,,2003,,"Human alphaherpesvirus 1 strain Sample2 glycoprotein E (US8) gene, complete cds"
KY274379.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample3,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,,"Human alphaherpesvirus 1 strain Sample3 glycoprotein E (US8) gene, complete cds"
KY274380.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample5,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,USA,,Homo sapiens,,2007,,"Human alphaherpesvirus 1 strain Sample5 glycoprotein E (US8) gene, complete cds"
KY274382.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample11,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2008,,"Human alphaherpesvirus 1 strain Sample11 glycoprotein E (US8) gene, complete cds"
KY274383.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,Sample20,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2005,,"Human alphaherpesvirus 1 strain Sample20 glycoprotein E (US8) gene, complete cds"
KY274384.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,1-15,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1659,GenBank,partial,,,1.0,USA,,Homo sapiens,oronasopharynx,2007,,"Human alphaherpesvirus 1 strain 1-15 glycoprotein E (US8) gene, complete cds"
KY274385.1,,"Minaya,M.A., Korom,M., Wang,H., Belshe,R.B., Morrison,L.A.",2017-05-08,1-16,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,USA,,Homo sapiens,,2006,,"Human alphaherpesvirus 1 strain 1-16 glycoprotein E (US8) gene, complete cds"
KX424525.1,,"Chen,C., Zhihua,L., Yuzhong,L., Yadong,L., Yanwei,B., Wei,C.",2017-03-29,,ZW6,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152090,GenBank,complete,1,,,China,,Homo sapiens,,2013,,"Human alphaherpesvirus 1 isolate ZW6, complete genome"
KY263782.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Senthilraja,R.",2017-03-04,HSV/1/Chennai/2016,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,807,GenBank,partial,1,,,India,,Homo sapiens,,2016-09-03,,"Human alphaherpesvirus 1 strain HSV/1/Chennai/2016 DNA polymerase gene, partial cds"
KY447327.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Padmapriya,P., Senthilraja,R.",2017-02-22,KIPM111,MS15,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,414,GenBank,partial,,,,India,,Homo sapiens,blood,2014-08-25,,"Human alphaherpesvirus 1 strain KIPM111 glycoprotein I gene, partial cds"
KY447328.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Padmapriya,P., Senthilraja,R.",2017-02-22,KIPM015,MS27,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,417,GenBank,partial,,,,India,,Homo sapiens,blood,2014-09-11,,"Human alphaherpesvirus 1 strain KIPM015 glycoprotein I gene, partial cds"
KY447329.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Padmapriya,P., Senthilraja,R.",2017-02-22,KIPM101,MS51,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,369,GenBank,partial,,,,India,,Homo sapiens,blood,2015-10-30,,"Human alphaherpesvirus 1 strain KIPM101 glycoprotein I gene, partial cds"
KY447330.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Padmapriya,P., Senthilraja,R.",2017-02-22,KIPMH037,MS101,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,354,GenBank,partial,,,,India,,Homo sapiens,blood,2015-11-11,,"Human alphaherpesvirus 1 strain KIPMH037 glycoprotein I gene, partial cds"
KY447331.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Padmapriya,P., Senthilraja,R.",2017-02-22,KIPMH025,MS22,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,375,GenBank,partial,,,,India,,Homo sapiens,blood,2016-08-27,,"Human alphaherpesvirus 1 strain KIPMH025 glycoprotein I gene, partial cds"
KY447332.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Padmapriya,P., Senthilraja,R.",2017-02-22,KIPMH125,MS49,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,375,GenBank,partial,,,,India,,Homo sapiens,blood,2016-08-30,,"Human alphaherpesvirus 1 strain KIPMH125 glycoprotein I gene, partial cds"
KY447333.1,,"Saran,N., Kaveri,K., Gunasekaran,P., Anandharaj,B., Mohana,S., Padmapriya,P., Senthilraja,R.",2017-02-22,KIPMH072,MS11,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,396,GenBank,partial,,,,India,,Homo sapiens,blood,2012-09-05,,"Human alphaherpesvirus 1 strain KIPMH072 glycoprotein I gene, partial cds"
KX816801.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-6,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-6 glycoprotein D (US6) gene, partial cds"
KX816802.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-13,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,296,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-13 glycoprotein D (US6) gene, partial cds"
KX816803.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-27,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-27 glycoprotein D (US6) gene, partial cds"
KX816804.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-29,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-29 glycoprotein D (US6) gene, partial cds"
KX816806.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-42,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-42 glycoprotein D (US6) gene, partial cds"
KX816807.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-45,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-45 glycoprotein D (US6) gene, partial cds"
KX816810.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-54,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-54 glycoprotein D (US6) gene, partial cds"
KX816814.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-66,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-66 glycoprotein D (US6) gene, partial cds"
KX816815.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-71,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,299,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-71 glycoprotein D (US6) gene, partial cds"
KX816823.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-110,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-110 glycoprotein D (US6) gene, partial cds"
KX816827.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-138,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-138 glycoprotein D (US6) gene, partial cds"
KX816832.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BC-Biopsy-160,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BC-Biopsy-160 glycoprotein D (US6) gene, partial cds"
KX816835.1,,"Farshadpour,F., Taherkhani,R., Tajbakhsh,S.",2017-01-15,,BT-Biopsy-C5,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,305,GenBank,partial,,,,Iran: Bushehr,,Homo sapiens,,2016-08-23,,"Human alphaherpesvirus 1 isolate BT-Biopsy-C5 glycoprotein D (US6) gene, partial cds"
KX946970.1,,"Rastrojo,A., Lopez-Munoz,A.D., Alcami,A.",2016-10-30,,SC16,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151334,GenBank,partial,,,1.0,,,Homo sapiens,,,,"Human alphaherpesvirus 1 isolate SC16, partial genome"
LT594105.1,,"Pfaff,F.",2016-08-25,,172/2010,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151217,GenBank,complete,,,,Germany,,Homo sapiens,,2010-01-11,SAMEA4017987,"Human herpesvirus 1 isolate 172_2010 genome assembly, complete genome: monopartite"
LT594106.1,,"Pfaff,F.",2016-08-25,,2158/2007,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150670,GenBank,complete,,,,Germany,,Homo sapiens,,2007-12-14,SAMEA4017985,"Human herpesvirus 1 isolate 2158_2007 genome assembly, complete genome: monopartite"
LT594107.1,,"Pfaff,F.",2016-08-25,,3083/2008,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151283,GenBank,complete,,,,Germany,,Homo sapiens,,2008-12-18,SAMEA4017986,"Human herpesvirus 1 isolate 3083_2008 genome assembly, complete genome: monopartite"
LT594108.1,,"Pfaff,F.",2016-08-25,,1319/2005,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151216,GenBank,complete,,,,Germany,,Homo sapiens,,2005-08-23,SAMEA4017979,"Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite"
LT594109.1,,"Pfaff,F.",2016-08-25,,270/2007,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150791,GenBank,complete,,,,Germany,,Homo sapiens,,2007-02-09,SAMEA4017983,"Human herpesvirus 1 isolate 270_2007 genome assembly, complete genome: monopartite"
LT594110.1,,"Pfaff,F.",2016-08-25,,66/2007,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150842,GenBank,complete,,,,Germany,,Homo sapiens,,2007-01-08,SAMEA4017982,"Human herpesvirus 1 isolate 66_2007 genome assembly, complete genome: monopartite"
LT594111.1,,"Pfaff,F.",2016-08-25,,1394/2005,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151304,GenBank,complete,,,,Germany,,Homo sapiens,,2005-09-05,SAMEA4017980,"Human herpesvirus 1 isolate 1394_2005 genome assembly, complete genome: monopartite"
LT594112.1,,"Pfaff,F.",2016-08-25,,369/2007,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150927,GenBank,complete,,,,Germany,,Homo sapiens,,2007-02-08,SAMEA4017984,"Human herpesvirus 1 isolate 369_2007 genome assembly, complete genome: monopartite"
LT594192.1,,"Pfaff,F.",2016-08-25,,160/1982,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150711,GenBank,complete,,,,Germany,,Homo sapiens,,1982-06-16,SAMEA4017977,"Human herpesvirus 1 isolate 160_1982 genome assembly, complete genome: monopartite"
LT594457.1,,"Pfaff,F.",2016-08-25,,132/1998,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150378,GenBank,complete,,,,Germany,,Homo sapiens,,1998-03-06,SAMEA4017978,"Human herpesvirus 1 isolate 132_1998 genome assembly, complete genome: monopartite"
LC127068.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Taniguchi,S., Oka,A., Mizuguhi,M., Saijo,M., Mizuguchi,M.",2016-08-20,221_5,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-12-13,,"Human herpesvirus 1 UL23 gene for thymidine kinase, complete cds, strain: 221_5"
LC127076.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Taniguchi,S., Oka,A., Mizuguhi,M., Saijo,M., Mizuguchi,M.",2016-08-20,221_5,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-12-13,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 221_5"
LC114185.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,23_14,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2010-07-27,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 23_14"
LC114186.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,23_21,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2010-08-03,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 23_21"
LC114189.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,166_5,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-07-05,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 166_5"
LC114190.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,166_12,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-07-12,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 166_12"
LC114193.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,206_18,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-11-15,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 206_18"
LC114196.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,227_13,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2012-01-10,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 227_13"
LC114197.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,227_20,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2012-01-17,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 227_20"
LC114202.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,264_6,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2012-04-24,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 264_6"
LC114206.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-16,264_48,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2012-06-05,,"Human herpesvirus 1 UL30 gene for DNA polymerase, complete cds, strain: 264_48"
LC114165.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,2_35,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1130,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2010-07-13,,"Human herpesvirus 1 UL23 gene, complete sequence, strain: 2_35"
LC114167.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,116_-1,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1130,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-03-15,,"Human herpesvirus 1 UL23 gene, complete sequence, strain: 116_-1"
LC114175.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,118_-3,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-03-15,,"Human herpesvirus 1 UL23 gene for thymidine kinase, complete cds, strain: 118_-3"
LC114178.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,136_62,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-06-28,,"Human herpesvirus 1 UL23 gene, complete sequence, strain: 136_62"
LC114179.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,185_56,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-10-18,,"Human herpesvirus 1 UL23 gene for thymidine kinase, complete cds, strain: 185_56"
LC114181.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,185_70,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-11-01,,"Human herpesvirus 1 UL23 gene for thymidine kinase, complete cds, strain: 185_70"
LC114183.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,206_25,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-11-22,,"Human herpesvirus 1 UL23 gene for thymidine kinase, complete cds, strain: 206_25"
LC114184.1,,"Kakiuchi,S., Tsuji,M., Nishimura,H., Wang,L., Ito-Takayama,M., Kinoshita-Yamaguchi,H., Lim,C.K., Oka,A., Mizuguchi,M., Saijo,M., Taniguchi,S.",2016-07-08,206_32,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,1,UL,,Japan: Tokyo,,Homo sapiens,,2011-11-29,,"Human herpesvirus 1 UL23 gene, complete sequence, strain: 206_32"
